"Gene_ID","MANE_length","Transcript_ID"
"ENSG00000225783",10004,"ENST00000620145"
"ENSG00000225805",213,"ENST00000530210"
"ENSG00000225828",941,"ENST00000432622"
"ENSG00000225830",9001,"ENST00000355832"
"ENSG00000225899",2094,"ENST00000425520"
"ENSG00000225921",1683,"ENST00000451315"
"ENSG00000225937",3920,"ENST00000412654"
"ENSG00000225950",1962,"ENST00000593537"
"ENSG00000225968",3976,"ENST00000424383"
"ENSG00000225973",944,"ENST00000436697"
"ENSG00000226023",1298,"ENST00000419194"
"ENSG00000226124",4310,"ENST00000420128"
"ENSG00000226174",2616,"ENST00000451127"
"ENSG00000226288",6591,"ENST00000641896"
"ENSG00000226321",5370,"ENST00000690015"
"ENSG00000226372",3458,"ENST00000441525"
"ENSG00000226430",1683,"ENST00000530447"
"ENSG00000226479",5922,"ENST00000426077"
"ENSG00000226490",619,"ENST00000643770"
"ENSG00000226600",1298,"ENST00000417256"
"ENSG00000226650",4387,"ENST00000435029"
"ENSG00000226690",1221,"ENST00000636804"
"ENSG00000226742",689,"ENST00000451882"
"ENSG00000226761",930,"ENST00000533467"
"ENSG00000226763",2411,"ENST00000417606"
"ENSG00000226784",1690,"ENST00000458128"
"ENSG00000226792",3075,"ENST00000563710"
"ENSG00000226887",3614,"ENST00000443173"
"ENSG00000226929",1294,"ENST00000457020"
"ENSG00000226941",1946,"ENST00000250831"
"ENSG00000226979",1416,"ENST00000418386"
"ENSG00000227051",7627,"ENST00000555004"
"ENSG00000227057",2070,"ENST00000374617"
"ENSG00000227059",2118,"ENST00000545940"
"ENSG00000227124",3923,"ENST00000652011"
"ENSG00000227140",1593,"ENST00000507227"
"ENSG00000227151",1847,"ENST00000452123"
"ENSG00000227234",466,"ENST00000449283"
"ENSG00000227268",4376,"ENST00000445946"
"ENSG00000227345",4294,"ENST00000616448"
"ENSG00000227471",1641,"ENST00000457545"
"ENSG00000227488",561,"ENST00000405679"
"ENSG00000227500",2501,"ENST00000316097"
"ENSG00000227507",893,"ENST00000429299"
"ENSG00000227551",1593,"ENST00000415041"
"ENSG00000227717",4286,"ENST00000620691"
"ENSG00000227729",1422,"ENST00000557640"
"ENSG00000227746",5427,"ENST00000421274"
"ENSG00000227868",512,"ENST00000566855"
"ENSG00000227877",735,"ENST00000414264"
"ENSG00000228049",495,"ENST00000333432"
"ENSG00000228075",3324,"ENST00000585477"
"ENSG00000228083",1004,"ENST00000380222"
"ENSG00000228126",2128,"ENST00000416894"
"ENSG00000228198",9913,"ENST00000641626"
"ENSG00000228278",759,"ENST00000431067"
"ENSG00000228288",755,"ENST00000417262"
"ENSG00000228474",442,"ENST00000456793"
"ENSG00000228486",1139,"ENST00000627399"
"ENSG00000228517",1294,"ENST00000434883"
"ENSG00000228567",1048,"ENST00000311170"
"ENSG00000228570",6255,"ENST00000429984"
"ENSG00000228594",2124,"ENST00000422725"
"ENSG00000228607",690,"ENST00000453129"
"ENSG00000228623",11370,"ENST00000639662"
"ENSG00000228630",2415,"ENST00000424518"
"ENSG00000228672",4513,"ENST00000434752"
"ENSG00000228696",5240,"ENST00000450673"
"ENSG00000228716",3919,"ENST00000439211"
"ENSG00000228727",1255,"ENST00000415669"
"ENSG00000228836",2627,"ENST00000698999"
"ENSG00000228856",1593,"ENST00000504104"
"ENSG00000228927",1161,"ENST00000457222"
"ENSG00000229117",676,"ENST00000546591"
"ENSG00000229183",1384,"ENST00000378149"
"ENSG00000229292",1172,"ENST00000341750"
"ENSG00000229314",764,"ENST00000259396"
"ENSG00000229453",812,"ENST00000434006"
"ENSG00000229474",2410,"ENST00000682850"
"ENSG00000229544",3211,"ENST00000451024"
"ENSG00000229549",1161,"ENST00000287721"
"ENSG00000229571",1919,"ENST00000619661"
"ENSG00000229579",1593,"ENST00000509660"
"ENSG00000229637",560,"ENST00000422730"
"ENSG00000229665",1847,"ENST00000544357"
"ENSG00000229674",633,"ENST00000448797"
"ENSG00000229676",4246,"ENST00000456783"
"ENSG00000229807",19236,"ENST00000429829"
"ENSG00000229809",1106,"ENST00000223459"
"ENSG00000229833",663,"ENST00000594797"
"ENSG00000229859",1613,"ENST00000325558"
"ENSG00000229894",1898,"ENST00000505354"
"ENSG00000229924",2492,"ENST00000512047"
"ENSG00000229937",1077,"ENST00000506618"
"ENSG00000229972",570,"ENST00000440739"
"ENSG00000230031",1687,"ENST00000454856"
"ENSG00000230045",1395,"ENST00000514465"
"ENSG00000230054",469,"ENST00000423632"
"ENSG00000230062",1330,"ENST00000565422"
"ENSG00000230124",1293,"ENST00000367595"
"ENSG00000230178",995,"ENST00000456475"
"ENSG00000230223",1726,"ENST00000424524"
"ENSG00000230246",3779,"ENST00000706933"
"ENSG00000230268",1348,"ENST00000473520"
"ENSG00000230301",1113,"ENST00000615035"
"ENSG00000230347",1298,"ENST00000457977"
"ENSG00000230358",3286,"ENST00000424157"
"ENSG00000230430",1593,"ENST00000509271"
"ENSG00000230453",4160,"ENST00000684830"
"ENSG00000230522",793,"ENST00000381393"
"ENSG00000230549",1593,"ENST00000529559"
"ENSG00000230561",916,"ENST00000514853"
"ENSG00000230594",1298,"ENST00000415858"
"ENSG00000230601",834,"ENST00000436752"
"ENSG00000230657",923,"ENST00000279575"
"ENSG00000230667",879,"ENST00000596516"
"ENSG00000230707",1234,"ENST00000453380"
"ENSG00000230778",4693,"ENST00000434396"
"ENSG00000230797",2754,"ENST00000429584"
"ENSG00000230873",1536,"ENST00000536551"
"ENSG00000230989",8649,"ENST00000433866"
"ENSG00000231021",1176,"ENST00000457451"
"ENSG00000231051",1593,"ENST00000504543"
"ENSG00000231068",253,"ENST00000444335"
"ENSG00000231192",5999,"ENST00000641874"
"ENSG00000231213",1100,"ENST00000443512"
"ENSG00000231256",3761,"ENST00000449302"
"ENSG00000231274",1270,"ENST00000612221"
"ENSG00000231389",1653,"ENST00000692443"
"ENSG00000231396",1593,"ENST00000417945"
"ENSG00000231500",549,"ENST00000439602"
"ENSG00000231637",1593,"ENST00000511681"
"ENSG00000231679",1228,"ENST00000383126"
"ENSG00000231738",1018,"ENST00000532498"
"ENSG00000231806",3995,"ENST00000644721"
"ENSG00000231824",3065,"ENST00000434239"
"ENSG00000231852",2006,"ENST00000644719"
"ENSG00000231861",951,"ENST00000427338"
"ENSG00000231887",712,"ENST00000543626"
"ENSG00000231924",2062,"ENST00000436291"
"ENSG00000231925",3450,"ENST00000434618"
"ENSG00000231989",2234,"ENST00000522232"
"ENSG00000232030",1810,"ENST00000416929"
"ENSG00000232040",5935,"ENST00000452236"
"ENSG00000232070",1275,"ENST00000556585"
"ENSG00000232112",561,"ENST00000438607"
"ENSG00000232113",812,"ENST00000417563"
"ENSG00000232119",9577,"ENST00000371317"
"ENSG00000232125",2051,"ENST00000452335"
"ENSG00000232237",2036,"ENST00000449188"
"ENSG00000232258",1618,"ENST00000620492"
"ENSG00000232263",370,"ENST00000416044"
"ENSG00000232264",1593,"ENST00000504481"
"ENSG00000232268",975,"ENST00000530443"
"ENSG00000232382",3466,"ENST00000642057"
"ENSG00000232388",490,"ENST00000411646"
"ENSG00000232399",1593,"ENST00000429667"
"ENSG00000232423",1720,"ENST00000376189"
"ENSG00000232434",4642,"ENST00000436881"
"ENSG00000232593",4250,"ENST00000604062"
"ENSG00000232629",1212,"ENST00000437316"
"ENSG00000232653",5256,"ENST00000448387"
"ENSG00000232810",1678,"ENST00000449264"
"ENSG00000232838",1151,"ENST00000432901"
"ENSG00000232859",1419,"ENST00000379102"
"ENSG00000232948",240,"ENST00000400079"
"ENSG00000233024",1552,"ENST00000427999"
"ENSG00000233041",436,"ENST00000448599"
"ENSG00000233050",240,"ENST00000437818"
"ENSG00000233056",2774,"ENST00000447535"
"ENSG00000233087",3677,"ENST00000623617"
"ENSG00000233115",1395,"ENST00000518378"
"ENSG00000233132",1395,"ENST00000506444"
"ENSG00000233136",1593,"ENST00000457736"
"ENSG00000233198",1569,"ENST00000445101"
"ENSG00000233232",3238,"ENST00000452313"
"ENSG00000233276",899,"ENST00000419783"
"ENSG00000233295",1395,"ENST00000528221"
"ENSG00000233312",5427,"ENST00000435500"
"ENSG00000233412",1229,"ENST00000641450"
"ENSG00000233436",3086,"ENST00000422652"
"ENSG00000233493",695,"ENST00000444469"
"ENSG00000233608",1342,"ENST00000612363"
"ENSG00000233670",3457,"ENST00000580256"
"ENSG00000233701",2791,"ENST00000413199"
"ENSG00000233757",10100,"ENST00000425953"
"ENSG00000233802",1651,"ENST00000623787"
"ENSG00000233803",1179,"ENST00000426950"
"ENSG00000233816",686,"ENST00000610660"
"ENSG00000233822",542,"ENST00000612898"
"ENSG00000233917",2143,"ENST00000439682"
"ENSG00000233927",1330,"ENST00000600659"
"ENSG00000233932",2704,"ENST00000417307"
"ENSG00000233954",276,"ENST00000696689"
"ENSG00000234068",541,"ENST00000374968"
"ENSG00000234127",3518,"ENST00000454678"
"ENSG00000234186",2240,"ENST00000505035"
"ENSG00000234224",2147,"ENST00000455783"
"ENSG00000234278",1847,"ENST00000434815"
"ENSG00000234284",3252,"ENST00000444149"
"ENSG00000234289",467,"ENST00000599962"
"ENSG00000234409",1476,"ENST00000439765"
"ENSG00000234414",1921,"ENST00000382707"
"ENSG00000234438",3203,"ENST00000432196"
"ENSG00000234444",8961,"ENST00000423484"
"ENSG00000234465",1908,"ENST00000599207"
"ENSG00000234469",995,"ENST00000445307"
"ENSG00000234511",471,"ENST00000593851"
"ENSG00000234545",2367,"ENST00000445716"
"ENSG00000234560",1109,"ENST00000641224"
"ENSG00000234602",2137,"ENST00000513312"
"ENSG00000234616",9097,"ENST00000612905"
"ENSG00000234719",1194,"ENST00000399147"
"ENSG00000234741",634,"ENST00000687189"
"ENSG00000234745",1536,"ENST00000412585"
"ENSG00000234776",358,"ENST00000449465"
"ENSG00000234828",2078,"ENST00000636793"
"ENSG00000234829",980,"ENST00000413767"
"ENSG00000234906",660,"ENST00000252490"
"ENSG00000234965",1823,"ENST00000621082"
"ENSG00000235034",761,"ENST00000425202"
"ENSG00000235098",2024,"ENST00000537107"
"ENSG00000235106",5682,"ENST00000603928"
"ENSG00000235109",2812,"ENST00000344279"
"ENSG00000235118",1223,"ENST00000441223"
"ENSG00000235162",1311,"ENST00000443585"
"ENSG00000235169",506,"ENST00000642557"
"ENSG00000235173",2534,"ENST00000347708"
"ENSG00000235194",4775,"ENST00000452015"
"ENSG00000235268",2339,"ENST00000450979"
"ENSG00000235272",3670,"ENST00000444122"
"ENSG00000235376",2130,"ENST00000441178"
"ENSG00000235387",1605,"ENST00000443779"
"ENSG00000235453",360,"ENST00000692500"
"ENSG00000235568",5613,"ENST00000329021"
"ENSG00000235590",1010,"ENST00000718285"
"ENSG00000235608",1347,"ENST00000422806"
"ENSG00000235631",1255,"ENST00000434824"
"ENSG00000235699",451,"ENST00000438525"
"ENSG00000235711",5506,"ENST00000421388"
"ENSG00000235718",3949,"ENST00000619721"
"ENSG00000235750",4548,"ENST00000423313"
"ENSG00000235780",1593,"ENST00000515574"
"ENSG00000235863",1703,"ENST00000451237"
"ENSG00000235942",640,"ENST00000431011"
"ENSG00000235961",2238,"ENST00000421798"
"ENSG00000236027",1320,"ENST00000445202"
"ENSG00000236032",7323,"ENST00000641380"
"ENSG00000236104",2660,"ENST00000431845"
"ENSG00000236125",1593,"ENST00000526929"
"ENSG00000236126",1298,"ENST00000441330"
"ENSG00000236279",1531,"ENST00000422142"
"ENSG00000236287",2687,"ENST00000413761"
"ENSG00000236320",7169,"ENST00000674182"
"ENSG00000236334",755,"ENST00000419275"
"ENSG00000236362",561,"ENST00000440137"
"ENSG00000236371",1260,"ENST00000433030"
"ENSG00000236383",727,"ENST00000636331"
"ENSG00000236396",1017,"ENST00000588001"
"ENSG00000236398",1017,"ENST00000446620"
"ENSG00000236424",1161,"ENST00000428845"
"ENSG00000236444",2731,"ENST00000635918"
"ENSG00000236446",1261,"ENST00000371311"
"ENSG00000236543",1544,"ENST00000430816"
"ENSG00000236609",3864,"ENST00000457543"
"ENSG00000236637",970,"ENST00000421715"
"ENSG00000236699",5457,"ENST00000420470"
"ENSG00000236719",1501,"ENST00000442621"
"ENSG00000236761",2577,"ENST00000314099"
"ENSG00000236782",1394,"ENST00000433939"
"ENSG00000236980",704,"ENST00000545770"
"ENSG00000236981",936,"ENST00000375024"
"ENSG00000237038",1593,"ENST00000527080"
"ENSG00000237110",1060,"ENST00000434551"
"ENSG00000237136",904,"ENST00000438731"
"ENSG00000237172",2702,"ENST00000449549"
"ENSG00000237187",2739,"ENST00000669203"
"ENSG00000237190",1228,"ENST00000458198"
"ENSG00000237247",778,"ENST00000329753"
"ENSG00000237289",1579,"ENST00000441322"
"ENSG00000237330",1900,"ENST00000453464"
"ENSG00000237353",1986,"ENST00000457514"
"ENSG00000237378",1436,"ENST00000611641"
"ENSG00000237388",930,"ENST00000446524"
"ENSG00000237412",2233,"ENST00000617714"
"ENSG00000237440",8352,"ENST00000427401"
"ENSG00000237441",2896,"ENST00000497454"
"ENSG00000237452",2568,"ENST00000457052"
"ENSG00000237489",843,"ENST00000637128"
"ENSG00000237515",6749,"ENST00000558583"
"ENSG00000237521",1696,"ENST00000456448"
"ENSG00000237524",758,"ENST00000568484"
"ENSG00000237541",1458,"ENST00000374940"
"ENSG00000237649",2391,"ENST00000428849"
"ENSG00000237651",1097,"ENST00000432605"
"ENSG00000237671",561,"ENST00000420398"
"ENSG00000237693",1694,"ENST00000522154"
"ENSG00000237700",1518,"ENST00000437300"
"ENSG00000237763",1785,"ENST00000370083"
"ENSG00000237765",4287,"ENST00000422728"
"ENSG00000237850",4304,"ENST00000568624"
"ENSG00000237957",1298,"ENST00000439466"
"ENSG00000237988",5000,"ENST00000641137"
"ENSG00000238074",1179,"ENST00000440215"
"ENSG00000238083",5415,"ENST00000576629"
"ENSG00000238205",709,"ENST00000423387"
"ENSG00000238210",632,"ENST00000427686"
"ENSG00000238227",2827,"ENST00000418388"
"ENSG00000238243",945,"ENST00000360358"
"ENSG00000238269",540,"ENST00000374971"
"ENSG00000239264",2938,"ENST00000379757"
"ENSG00000239282",1501,"ENST00000407689"
"ENSG00000239305",3482,"ENST00000237455"
"ENSG00000239306",5367,"ENST00000310137"
"ENSG00000239382",951,"ENST00000378875"
"ENSG00000239388",3187,"ENST00000487349"
"ENSG00000239389",5408,"ENST00000289272"
"ENSG00000239474",2460,"ENST00000284669"
"ENSG00000239590",942,"ENST00000340750"
"ENSG00000239605",821,"ENST00000445927"
"ENSG00000239620",1085,"ENST00000465482"
"ENSG00000239642",1526,"ENST00000442687"
"ENSG00000239672",890,"ENST00000393196"
"ENSG00000239697",1377,"ENST00000293825"
"ENSG00000239704",2508,"ENST00000619038"
"ENSG00000239713",1564,"ENST00000407997"
"ENSG00000239732",3352,"ENST00000360658"
"ENSG00000239779",1175,"ENST00000233615"
"ENSG00000239789",1786,"ENST00000285298"
"ENSG00000239810",1845,"ENST00000619922"
"ENSG00000239839",494,"ENST00000327857"
"ENSG00000239857",2090,"ENST00000265857"
"ENSG00000239886",1005,"ENST00000377721"
"ENSG00000239887",4122,"ENST00000458626"
"ENSG00000239900",4359,"ENST00000623063"
"ENSG00000239961",1956,"ENST00000291759"
"ENSG00000239998",4482,"ENST00000391738"
"ENSG00000240021",992,"ENST00000319416"
"ENSG00000240038",1584,"ENST00000684275"
"ENSG00000240045",783,"ENST00000489090"
"ENSG00000240053",2845,"ENST00000375864"
"ENSG00000240065",1017,"ENST00000374859"
"ENSG00000240184",4758,"ENST00000308177"
"ENSG00000240204",969,"ENST00000462322"
"ENSG00000240230",4839,"ENST00000344111"
"ENSG00000240247",494,"ENST00000382689"
"ENSG00000240303",3231,"ENST00000264990"
"ENSG00000240344",1166,"ENST00000392283"
"ENSG00000240386",726,"ENST00000334371"
"ENSG00000240403",1877,"ENST00000326321"
"ENSG00000240405",2865,"ENST00000641901"
"ENSG00000240432",547,"ENST00000390690"
"ENSG00000240445",5859,"ENST00000395675"
"ENSG00000240498",3453,"ENST00000428597"
"ENSG00000240505",1391,"ENST00000261652"
"ENSG00000240542",753,"ENST00000398470"
"ENSG00000240563",3831,"ENST00000498273"
"ENSG00000240583",2754,"ENST00000311813"
"ENSG00000240654",1824,"ENST00000332018"
"ENSG00000240682",3612,"ENST00000393295"
"ENSG00000240694",4730,"ENST00000522362"
"ENSG00000240720",2839,"ENST00000458448"
"ENSG00000240747",648,"ENST00000383748"
"ENSG00000240764",4797,"ENST00000252087"
"ENSG00000240771",2554,"ENST00000286494"
"ENSG00000240849",7703,"ENST00000371652"
"ENSG00000240857",1560,"ENST00000381249"
"ENSG00000240871",995,"ENST00000391417"
"ENSG00000240891",7721,"ENST00000636933"
"ENSG00000240972",557,"ENST00000215754"
"ENSG00000241058",2166,"ENST00000377304"
"ENSG00000241106",1326,"ENST00000438763"
"ENSG00000241119",2371,"ENST00000354728"
"ENSG00000241123",1150,"ENST00000400372"
"ENSG00000241127",871,"ENST00000223273"
"ENSG00000241128",1791,"ENST00000366485"
"ENSG00000241149",3429,"ENST00000330020"
"ENSG00000241186",1956,"ENST00000296145"
"ENSG00000241224",1807,"ENST00000622536"
"ENSG00000241233",1185,"ENST00000398534"
"ENSG00000241241",708,"ENST00000440582"
"ENSG00000241258",2774,"ENST00000395326"
"ENSG00000241322",7540,"ENST00000395906"
"ENSG00000241343",761,"ENST00000553110"
"ENSG00000241360",2012,"ENST00000215904"
"ENSG00000241370",528,"ENST00000442966"
"ENSG00000241399",3932,"ENST00000259053"
"ENSG00000241404",1298,"ENST00000333845"
"ENSG00000241468",443,"ENST00000292475"
"ENSG00000241476",1281,"ENST00000337502"
"ENSG00000241484",1615,"ENST00000356099"
"ENSG00000241553",1433,"ENST00000397261"
"ENSG00000241563",914,"ENST00000377049"
"ENSG00000241595",967,"ENST00000334109"
"ENSG00000241598",1181,"ENST00000399682"
"ENSG00000241635",2361,"ENST00000305208"
"ENSG00000241644",2559,"ENST00000013222"
"ENSG00000241685",1582,"ENST00000262942"
"ENSG00000241697",2575,"ENST00000374879"
"ENSG00000241794",677,"ENST00000392653"
"ENSG00000241837",756,"ENST00000290299"
"ENSG00000241839",3689,"ENST00000323544"
"ENSG00000241852",2056,"ENST00000289989"
"ENSG00000241878",2358,"ENST00000439502"
"ENSG00000241935",2442,"ENST00000370646"
"ENSG00000241945",3188,"ENST00000291576"
"ENSG00000241973",6751,"ENST00000255882"
"ENSG00000242019",1824,"ENST00000291860"
"ENSG00000242028",3011,"ENST00000442995"
"ENSG00000242110",4108,"ENST00000335606"
"ENSG00000242114",1133,"ENST00000266263"
"ENSG00000242120",3105,"ENST00000567252"
"ENSG00000242173",964,"ENST00000219409"
"ENSG00000242220",3805,"ENST00000300258"
"ENSG00000242221",1573,"ENST00000406487"
"ENSG00000242247",2728,"ENST00000263245"
"ENSG00000242252",506,"ENST00000368272"
"ENSG00000242259",3720,"ENST00000399562"
"ENSG00000242362",1298,"ENST00000458218"
"ENSG00000242366",2409,"ENST00000373450"
"ENSG00000242372",1069,"ENST00000374450"
"ENSG00000242389",1882,"ENST00000382659"
"ENSG00000242419",4763,"ENST00000306593"
"ENSG00000242441",1618,"ENST00000403751"
"ENSG00000242485",700,"ENST00000344843"
"ENSG00000242498",7587,"ENST00000357484"
"ENSG00000242515",2409,"ENST00000344644"
"ENSG00000242550",2155,"ENST00000238508"
"ENSG00000242574",1348,"ENST00000418107"
"ENSG00000242612",1551,"ENST00000219481"
"ENSG00000242616",1201,"ENST00000374293"
"ENSG00000242689",1902,"ENST00000361987"
"ENSG00000242715",1158,"ENST00000239859"
"ENSG00000242732",4806,"ENST00000609883"
"ENSG00000242802",5529,"ENST00000649063"
"ENSG00000242852",4897,"ENST00000397732"
"ENSG00000242866",5515,"ENST00000450892"
"ENSG00000242875",1921,"ENST00000383020"
"ENSG00000242950",2794,"ENST00000603053"
"ENSG00000243056",693,"ENST00000310331"
"ENSG00000243073",1840,"ENST00000235349"
"ENSG00000243130",1532,"ENST00000320078"
"ENSG00000243137",2032,"ENST00000405312"
"ENSG00000243147",508,"ENST00000296102"
"ENSG00000243156",9447,"ENST00000441493"
"ENSG00000243197",2107,"ENST00000496242"
"ENSG00000243232",5725,"ENST00000289269"
"ENSG00000243244",5529,"ENST00000404752"
"ENSG00000243279",1260,"ENST00000553851"
"ENSG00000243284",1818,"ENST00000368100"
"ENSG00000243317",2461,"ENST00000507606"
"ENSG00000243335",4869,"ENST00000639828"
"ENSG00000243364",1254,"ENST00000368409"
"ENSG00000243414",3203,"ENST00000427199"
"ENSG00000243449",425,"ENST00000409248"
"ENSG00000243477",1464,"ENST00000443094"
"ENSG00000243480",1584,"ENST00000414303"
"ENSG00000243489",1237,"ENST00000334670"
"ENSG00000243509",1140,"ENST00000369996"
"ENSG00000243543",607,"ENST00000372670"
"ENSG00000243566",2250,"ENST00000334348"
"ENSG00000243627",1035,"ENST00000450895"
"ENSG00000243646",1941,"ENST00000290200"
"ENSG00000243649",2476,"ENST00000425368"
"ENSG00000243660",2128,"ENST00000437590"
"ENSG00000243667",2591,"ENST00000295121"
"ENSG00000243678",690,"ENST00000512737"
"ENSG00000243708",2696,"ENST00000458483"
"ENSG00000243709",1626,"ENST00000272134"
"ENSG00000243710",4063,"ENST00000372492"
"ENSG00000243716",6463,"ENST00000424340"
"ENSG00000243725",2356,"ENST00000371281"
"ENSG00000243729",2763,"ENST00000641768"
"ENSG00000243749",1071,"ENST00000373337"
"ENSG00000243772",1592,"ENST00000342376"
"ENSG00000243789",1409,"ENST00000397299"
"ENSG00000243811",2515,"ENST00000216099"
"ENSG00000243896",2062,"ENST00000641841"
"ENSG00000243910",1389,"ENST00000490341"
"ENSG00000243927",931,"ENST00000399312"
"ENSG00000243943",3531,"ENST00000355467"
"ENSG00000243955",1218,"ENST00000334575"
"ENSG00000243978",5416,"ENST00000520821"
"ENSG00000243989",1422,"ENST00000636358"
"ENSG00000244005",3008,"ENST00000374092"
"ENSG00000244020",339,"ENST00000464121"
"ENSG00000244025",552,"ENST00000334063"
"ENSG00000244038",1941,"ENST00000602624"
"ENSG00000244045",3082,"ENST00000292114"
"ENSG00000244057",431,"ENST00000684028"
"ENSG00000244067",1221,"ENST00000493422"
"ENSG00000244094",675,"ENST00000468739"
"ENSG00000244122",2371,"ENST00000373426"
"ENSG00000244165",1788,"ENST00000321826"
"ENSG00000244187",839,"ENST00000290079"
"ENSG00000244219",1345,"ENST00000431679"
"ENSG00000244234",2867,"ENST00000463439"
"ENSG00000244242",3714,"ENST00000340134"
"ENSG00000244274",1132,"ENST00000372710"
"ENSG00000244355",525,"ENST00000375825"
"ENSG00000244362",440,"ENST00000334849"
"ENSG00000244395",1921,"ENST00000382680"
"ENSG00000244405",4082,"ENST00000306376"
"ENSG00000244411",1403,"ENST00000398536"
"ENSG00000244414",1297,"ENST00000320493"
"ENSG00000244462",6646,"ENST00000374114"
"ENSG00000244474",2431,"ENST00000373409"
"ENSG00000244476",3191,"ENST00000472091"
"ENSG00000244482",3848,"ENST00000396365"
"ENSG00000244486",3463,"ENST00000622235"
"ENSG00000244509",2644,"ENST00000361441"
"ENSG00000244537",776,"ENST00000377726"
"ENSG00000244588",3216,"ENST00000683101"
"ENSG00000244607",5456,"ENST00000310232"
"ENSG00000244617",1543,"ENST00000320256"
"ENSG00000244623",972,"ENST00000316368"
"ENSG00000244624",275,"ENST00000334664"
"ENSG00000244687",2110,"ENST00000371674"
"ENSG00000244694",25280,"ENST00000339488"
"ENSG00000244731",5427,"ENST00000428956"
"ENSG00000244734",628,"ENST00000335295"
"ENSG00000244752",769,"ENST00000398215"
"ENSG00000244754",9440,"ENST00000267068"
"ENSG00000245532",22743,"ENST00000501122"
"ENSG00000245680",6197,"ENST00000532828"
"ENSG00000245848",2601,"ENST00000498907"
"ENSG00000246705",620,"ENST00000544848"
"ENSG00000246790",1981,"ENST00000529160"
"ENSG00000246922",1707,"ENST00000559089"
"ENSG00000247077",2811,"ENST00000498926"
"ENSG00000247315",2752,"ENST00000500893"
"ENSG00000247595",448,"ENST00000635674"
"ENSG00000247596",1614,"ENST00000305533"
"ENSG00000247626",3027,"ENST00000282276"
"ENSG00000247746",4643,"ENST00000500968"
"ENSG00000248098",1742,"ENST00000269980"
"ENSG00000248099",751,"ENST00000317306"
"ENSG00000248109",1257,"ENST00000638089"
"ENSG00000248144",1454,"ENST00000515683"
"ENSG00000248329",2432,"ENST00000507152"
"ENSG00000248333",2992,"ENST00000341832"
"ENSG00000248383",5896,"ENST00000253807"
"ENSG00000248385",949,"ENST00000432826"
"ENSG00000248483",8381,"ENST00000606183"
"ENSG00000248485",1406,"ENST00000504449"
"ENSG00000248487",1066,"ENST00000273596"
"ENSG00000248712",734,"ENST00000503566"
"ENSG00000248713",10451,"ENST00000511828"
"ENSG00000248746",2882,"ENST00000513398"
"ENSG00000248767",702,"ENST00000506382"
"ENSG00000248771",3123,"ENST00000507311"
"ENSG00000248905",13511,"ENST00000616417"
"ENSG00000248920",1593,"ENST00000515566"
"ENSG00000248933",1593,"ENST00000511280"
"ENSG00000249103",1728,"ENST00000703726"
"ENSG00000249104",1593,"ENST00000511568"
"ENSG00000249115",4324,"ENST00000203166"
"ENSG00000249156",1403,"ENST00000715555"
"ENSG00000249158",5407,"ENST00000398640"
"ENSG00000249222",799,"ENST00000505920"
"ENSG00000249242",3178,"ENST00000449862"
"ENSG00000249437",7093,"ENST00000517649"
"ENSG00000249471",2978,"ENST00000336614"
"ENSG00000249481",4138,"ENST00000674044"
"ENSG00000249581",823,"ENST00000511148"
"ENSG00000249693",1653,"ENST00000512175"
"ENSG00000249709",2885,"ENST00000339282"
"ENSG00000249715",6438,"ENST00000624922"
"ENSG00000249751",1031,"ENST00000618155"
"ENSG00000249811",1593,"ENST00000506414"
"ENSG00000249853",3869,"ENST00000312719"
"ENSG00000249859",1703,"ENST00000667305"
"ENSG00000249861",605,"ENST00000392051"
"ENSG00000249915",1110,"ENST00000264933"
"ENSG00000249931",5174,"ENST00000512626"
"ENSG00000249961",2746,"ENST00000433154"
"ENSG00000249992",1822,"ENST00000503771"
"ENSG00000250067",979,"ENST00000514277"
"ENSG00000250120",5409,"ENST00000307360"
"ENSG00000250254",731,"ENST00000504686"
"ENSG00000250298",1516,"ENST00000638719"
"ENSG00000250305",9591,"ENST00000524591"
"ENSG00000250312",3647,"ENST00000510175"
"ENSG00000250317",919,"ENST00000506197"
"ENSG00000250361",564,"ENST00000502664"
"ENSG00000250366",3137,"ENST00000503525"
"ENSG00000250374",1838,"ENST00000503032"
"ENSG00000250423",7392,"ENST00000691062"
"ENSG00000250479",700,"ENST00000484558"
"ENSG00000250506",1620,"ENST00000448471"
"ENSG00000250510",2495,"ENST00000311268"
"ENSG00000250565",1599,"ENST00000522587"
"ENSG00000250571",1335,"ENST00000340042"
"ENSG00000250673",3626,"ENST00000623665"
"ENSG00000250719",405,"ENST00000506599"
"ENSG00000250722",2056,"ENST00000514985"
"ENSG00000250745",1593,"ENST00000506151"
"ENSG00000250782",594,"ENST00000512227"
"ENSG00000250799",1473,"ENST00000653904"
"ENSG00000250803",436,"ENST00000509403"
"ENSG00000250821",894,"ENST00000636125"
"ENSG00000250844",1593,"ENST00000504209"
"ENSG00000251075",5009,"ENST00000660368"
"ENSG00000251154",783,"ENST00000509356"
"ENSG00000251192",4040,"ENST00000683375"
"ENSG00000251247",2959,"ENST00000420450"
"ENSG00000251258",1898,"ENST00000441065"
"ENSG00000251287",969,"ENST00000425059"
"ENSG00000251369",6587,"ENST00000699333"
"ENSG00000251380",3135,"ENST00000503143"
"ENSG00000251493",2512,"ENST00000615637"
"ENSG00000251562",7472,"ENST00000850956"
"ENSG00000251664",5401,"ENST00000398631"
